location,bhk,bath,total_sqft,encoded_loc,price
Balagere,1,1,656.0,186,53.0
Dodda Nekkundi,4,4,3400.0,379,530.0
Garudachar Palya,4,5,4500.0,440,400.0
Chandapura,2,1,1200.0,302,36.0
Thanisandra,3,3,1698.0,1143,102.0
Tata Nagar,3,3,1500.0,1138,70.0
Sunkadakatte,4,5,2000.0,1118,80.0
Electronic City,2,2,1152.0,414,65.75
Raja Rajeshwari Nagar,1,1,550.0,967,21.0
Pattandur Agrahara,2,2,900.0,917,42.0
Rajarajeshwari nagar,3,2,1410.0,977,45.12
Akshaya Nagar,3,2,1419.0,96,73.0
Amruthahalli,2,2,1200.0,112,55.0
AECS Layout,3,3,1800.0,78,65.0
Gottigere,2,2,990.0,463,40.0
Sarjapur  Road,2,2,1016.0,1034,45.0
Bannerghatta Road,2,2,1100.0,214,39.0
Ramamurthy Nagar,4,2,850.0,985,65.0
Whitefield,2,2,1095.0,1247,35.0
Rajarajeshwarinagar,3,3,2000.0,978,85.0
Budigere,2,2,1444.0,276,70.0
Whitefield,2,2,1415.0,1247,67.0
Jinkethimmanahalli,3,2,1500.0,604,130.0
Daadys Gaarden Layout,3,3,1600.0,353,72.0
Whitefield,2,2,1105.0,1247,41.36
Electronic City,3,3,1225.0,414,45.03
Frazer Town,3,3,2560.0,425,265.0
Kanakpura Road,2,2,1080.0,661,37.8
Dasarahalli,7,3,2400.0,357,150.0
Talaghattapura,3,3,1856.0,1136,135.0
Haralur Road,3,3,1464.0,503,56.0
Vishwapriya Nagar,6,6,2100.0,1232,71.0
Sarjapur  Road,2,2,1150.0,1034,77.0
Abbigere,5,4,1200.0,84,98.0
Whitefield,3,2,2094.0,1247,113.19
5th Phase JP Nagar,3,2,1485.0,60,67.0
Vimanapura,3,3,2500.0,1221,75.0
Whitefield,2,2,1200.0,1247,45.0
Hennur Road,2,2,1036.0,519,59.46
Whitefield,4,5,3445.0,1247,270.0
Dodsworth Layout,2,2,1400.0,394,80.0
Bommanahalli,2,2,1110.0,267,33.0
Kodichikkanahalli,2,2,1150.0,699,48.0
Kenchenahalli,1,1,715.0,683,45.0
Magadi Road,4,4,1200.0,769,130.0
Rajaji Nagar,5,3,1200.0,971,260.0
Jakkur,4,4,2283.0,581,130.0
1st Stage Radha Krishna Layout,6,5,1790.0,32,250.0
Hormavu,3,2,1453.0,532,43.58
Nagarbhavi,3,2,1400.0,844,85.0
Padmanabhanagar,3,3,1400.0,902,65.0
Whitefield,3,3,1700.0,1247,140.0
Kanakpura Road,3,3,1591.0,661,120.0
Nagarbhavi,3,2,1515.0,844,79.0
Marathahalli,5,3,2500.0,796,200.0
Chandapura,2,2,975.0,302,24.86
Yeshwanthpur,3,2,1382.0,1262,76.18
Nagasandra,7,5,1750.0,847,350.0
Sector 1 HSR Layout,3,3,1533.0,1043,150.0
Cunningham Road,3,3,3815.0,349,763.0
Amarjyothi Colony,2,2,1100.0,105,38.0
Dairy Circle,4,6,3730.0,354,450.0
Banashankari Stage II,3,2,1500.0,200,120.0
Yelahanka,3,2,1391.0,1256,64.5
Begur Road,2,2,1160.0,230,42.92
Chandapura,1,1,620.0,302,27.0
MS Pallya,8,9,2400.0,765,350.0
Vidyaranyapura,8,7,1200.0,1211,130.0
Whitefield,4,4,4827.0,1247,400.0
Kanakpura Road,3,3,1482.0,661,60.98
Whitefield,2,2,1405.0,1247,84.5
Gunjur,2,2,1190.0,481,40.0
Harlur,2,2,1174.0,506,78.0
Seegehalli,2,2,1155.0,1049,72.0
Thanisandra,3,3,1411.0,1143,93.04
Jalahalli West,2,2,745.0,588,50.0
Kereguddadahalli,2,2,1000.0,691,30.0
Jigani,2,2,923.0,603,50.0
Yeshwanthpur,2,2,1000.0,1262,32.0
Battarahalli,2,2,1276.0,228,45.0
Devasthanagalu,3,3,1460.0,370,70.0
Yemlur,2,2,1355.0,1260,95.0
Avalahalli,1,1,833.0,154,49.0
Bapuji Layout,8,8,1200.0,215,275.0
Cambridge Layout,5,5,1750.0,292,450.0
Ramamurthy Nagar,2,2,1200.0,985,48.0
Yeshwanthpur,1,1,669.0,1262,36.85
7th Phase JP Nagar,3,4,2200.0,70,105.0
Koramangala,3,3,1594.0,710,125.0
Kothanur,3,3,1790.0,713,105.0
NGR Layout,2,2,1020.0,835,45.0
Doddanekundi,4,5,3250.0,392,850.0
Vasantapura main road,2,2,1037.0,1188,36.28
Whitefield,3,2,1345.0,1247,57.0
Kodichikkanahalli,2,2,1070.0,699,43.0
Sector 6 HSR Layout,4,5,3000.0,1047,270.0
Yeshwanthpur,3,2,1385.0,1262,76.18
Kanakpura Road,2,2,1207.0,661,79.9
Varthur,2,2,1140.0,1185,55.5
Basavanapura,2,2,1220.0,220,68.0
CQAL Layout,4,3,3811.0,288,475.0
Iblur Village,4,5,3596.0,556,252.0
Sarjapur  Road,3,3,1965.0,1034,120.0
Koramangala,3,2,1760.0,710,115.0
Haralur Road,2,2,1225.0,503,70.0
Marathahalli,2,2,1075.0,796,52.43
Panathur,2,2,1000.0,909,68.0
Hennur Road,3,3,1891.0,519,109.0
Yelahanka,2,2,1322.0,1256,86.0
Mathikere,3,3,1095.0,809,215.0
Bellandur,4,4,3600.0,234,260.0
AECS Layout,2,2,1045.0,78,36.58
Venugopal Reddy Layout,3,3,1545.0,1203,85.0
Thanisandra,3,3,1996.0,1143,135.0
Brookefield,2,2,1125.0,275,70.0
Mysore Road,3,3,1560.0,833,115.0
BEML Layout,3,2,2000.0,167,85.0
Murugeshpalya,4,4,3100.0,829,310.0
Lake City,2,2,780.0,737,35.0
Lakshmipura,2,2,1350.0,744,110.0
Sarjapur  Road,3,4,2275.0,1034,180.0
Pragathi Nagar,2,2,1350.0,927,41.0
Haralur Road,3,3,1464.0,503,56.0
Kanakpura Road,3,3,1570.0,661,64.5
Dasanapura,1,1,708.0,355,28.32
Sarjapur  Road,3,3,1680.0,1034,160.0
Hoodi,2,2,1400.0,527,82.0
Bellandur,2,2,1310.0,234,72.0
BTM Layout,6,6,3300.0,175,165.0
Electronics City Phase 1,2,2,1175.0,419,57.0
Chikkalasandra,3,2,1428.0,323,80.0
Akshaya Nagar,4,4,750.0,96,62.0
Whitefield,4,4,3252.0,1247,280.0
Haralur Road,2,2,1194.0,503,46.0
Old Town,8,8,750.0,893,200.0
8th Phase JP Nagar,2,2,1080.0,72,35.0
Vijaya Bank Layout,3,2,1200.0,1215,68.0
Whitefield,2,2,1200.0,1247,45.0
Okalipura,5,4,1200.0,889,120.0
Bommasandra Industrial Area,3,2,1320.0,269,38.13
Badavala Nagar,3,3,1842.0,180,115.0
Sector 2 HSR Layout,2,2,1146.0,1044,55.0
Rachenahalli,1,1,440.0,959,28.0
Sahakara Nagar,2,2,1048.0,1020,50.0
Thanisandra,3,3,1801.0,1143,115.0
Hennur Road,2,2,1232.0,519,69.61
Whitefield,2,2,1150.0,1247,90.0
Talaghattapura,3,3,1868.0,1136,120.0
Begur,3,2,1445.0,229,47.1
Hebbal Kempapura,3,2,1466.0,511,140.0
Harlur,3,3,1730.0,506,100.0
JP Nagar,3,3,3860.0,572,402.0
Somasundara Palya,2,2,1185.0,1084,70.0
Yeshwanthpur,3,4,3027.0,1262,260.0
Whitefield,4,4,2400.0,1247,147.0
Kaval Byrasandra,2,2,1185.0,675,49.0
Hongasandra,2,2,1150.0,526,49.0
Maruthi Extension,5,4,2000.0,802,180.0
Vidyapeeta,6,3,875.0,1210,98.0
Pai Layout,2,2,1075.0,903,35.0
Hebbal,3,3,1760.0,510,123.0
Banashankari,2,2,1600.0,192,63.98
Madiwala,4,4,910.0,768,140.0
Haralur Road,2,2,1000.0,503,78.0
7th Phase JP Nagar,2,2,1215.0,70,90.0
EPIP Zone,3,3,1734.0,412,125.0
Akshaya Nagar,2,2,1280.0,96,60.0
Rachenahalli,2,2,1113.0,959,55.0
Horamavu Banaswadi,2,2,1272.0,531,48.0
Kereguddadahalli,3,3,1240.0,691,41.0
Varthur,8,8,704.0,1185,92.0
Yelahanka,2,2,1100.0,1256,70.0
Ambalipura,2,2,896.0,106,30.13
Rachenahalli,4,5,3657.0,959,220.0
BTM 2nd Stage,2,2,1200.0,173,35.0
Ramagondanahalli,4,4,2800.0,982,155.0
Hebbal,4,4,2790.0,510,198.0
Ambalipura,3,3,3500.0,106,198.0
Ramamurthy Nagar,3,3,3600.0,985,150.0
Sarjapur,2,2,1500.0,1033,30.0
Meenakshi Layout,8,7,1200.0,815,220.0
S R Layout,2,2,1096.0,1006,48.0
Cholanayakanahalli,2,2,580.0,332,95.0
GD Layout,2,2,1094.0,428,44.0
Vittal Nagar,2,2,1100.0,1236,49.0
Iblur Village,4,5,2987.5,556,191.0
Koramangala,4,6,2503.0,710,325.0
Nagarbhavi,2,2,1145.0,844,40.0
Rachenahalli,3,3,1550.0,959,74.5
Seegehalli,3,4,1830.0,1049,82.0
Hoodi,3,3,1746.0,527,84.95
Maruthi Sevanagar,4,4,1280.0,806,115.0
Kengeri,2,2,918.0,685,27.54
Chandapura,1,1,645.0,302,16.45
Banashankari Stage III,3,2,1305.0,201,60.0
Thigalarapalya,2,2,1207.0,1148,62.0
Thanisandra,3,3,1678.0,1143,125.0
Kaggalipura,2,2,950.0,635,50.0
Munnekollal,10,7,1200.0,828,240.0
Electronic City,2,2,1070.0,414,55.0
Ardendale,3,3,1732.46,137,92.0
Attibele,3,2,1639.0,150,40.98
Marathahalli,2,2,1360.0,796,103.0
Malleshpalya,4,4,2592.0,782,250.0
RMV 2nd Stage,3,3,4470.0,949,700.0
Kithaganur,5,4,720.0,695,62.0
Lakshminarayana Pura,3,3,1656.0,742,150.0
Sarjapur  Road,2,2,985.0,1034,49.0
Dodda Nekkundi,3,3,1999.0,379,135.0
7th Phase JP Nagar,2,2,1050.0,70,75.0
Whitefield,3,2,1440.0,1247,64.0
Basavangudi,3,2,1600.0,221,160.0
Ramagondanahalli,2,2,1253.0,982,52.66
Shirdi Sai Nagar,3,3,1200.0,1068,85.0
Padmanabhanagar,3,2,1360.0,902,75.0
Hagadur,2,2,1086.0,494,47.5
Wilson Garden,3,3,1655.0,1251,155.0
Old Madras Road,4,4,2600.0,891,260.0
Sarjapur  Road,2,2,1418.0,1034,78.0
Kalena Agrahara,2,2,1270.0,638,100.0
Begur Road,3,2,1410.0,230,52.17
"JP Nagar 7th Phase, ",2,2,1150.0,573,74.0
Ramamurthy Nagar,2,3,600.0,985,45.0
Raghuvanahalli,3,3,1440.0,962,65.8
J C Nagar,3,2,1200.0,568,108.0
Sadduguntepalya,2,2,1200.0,1018,75.0
Begur Road,3,2,1410.0,230,50.06
Chandapura,4,5,1200.0,302,92.0
Jalahalli,3,3,600.0,586,60.0
Whitefield,1,1,624.0,1247,35.0
Electronic City,2,2,1060.0,414,58.0
Hebbal,4,5,3960.0,510,386.0
Whitefield,2,2,1200.0,1247,45.0
Vidyaranyapura,4,4,1200.0,1211,175.0
Sarjapur,4,3,1917.0,1033,60.0
KR Puram,2,2,950.0,623,40.0
Channasandra,2,2,3040.0,304,48.0
BTM 2nd Stage,3,3,1250.0,173,50.0
Vishwapriya Layout,2,2,1235.0,1231,60.0
Budigere,1,1,722.0,276,46.0
Kanakpura Road,4,3,2775.0,661,165.0
Sarjapur  Road,2,2,1200.0,1034,93.0
Bannerghatta Road,3,3,1400.0,214,68.0
Mallathahalli,3,3,1225.0,781,60.0
Marathahalli,2,2,1220.0,796,58.5
Nagavarapalya,1,1,705.0,850,52.5
Battarahalli,3,3,1880.0,228,94.36
Yelahanka,2,2,1200.0,1256,70.0
Doddakammanahalli,3,2,1550.0,388,60.0
Lingadheeranahalli,3,3,1893.0,754,130.0
HMT Layout,3,3,1650.0,487,75.0
Chikkathoguru,2,2,1113.0,326,46.0
BEL Road,2,2,1500.0,166,203.0
Kamakshipalya,9,9,1800.0,644,180.0
Sarjapur  Road,3,3,1586.0,1034,70.0
Seegehalli,3,3,4000.0,1049,235.0
Yelahanka New Town,3,3,1541.0,1257,80.0
Haralur Road,3,3,1830.0,503,101.0
Kodigehalli,2,2,1200.0,701,48.0
Bidrahalli,3,2,1800.0,256,72.0
Bommasandra,2,2,1015.0,268,40.0
Raja Rajeshwari Nagar,2,2,1120.0,967,37.95
Hoodi,1,1,706.0,527,48.24
Medi Agrahara,4,4,1350.0,814,85.0
Kumaraswami Layout,6,4,610.0,724,95.0
Kanakpura Road,3,3,1900.0,661,99.0
Harlur,4,4,1200.0,506,243.0
Seegehalli,4,5,3000.0,1049,150.0
Bisuvanahalli,3,2,1075.0,266,42.0
Kanakpura Road,2,2,1290.0,661,80.0
Akshaya Nagar,2,2,1200.0,96,50.0
Hormavu,2,2,1150.0,532,53.11
Uttarahalli,3,2,1360.0,1174,61.2
4th Block Koramangala,9,9,4500.0,55,500.0
whitefiled,2,2,935.0,1298,32.73
Cox Town,3,3,1730.0,345,140.0
Sarjapur  Road,2,2,1260.0,1034,53.0
Banagiri Nagar,6,6,675.0,189,125.0
Marathahalli,4,4,4000.0,796,650.0
Marathahalli,2,2,950.0,796,45.68
Subbannaiah Palya,2,3,600.0,1106,85.0
Vadarpalya,5,5,2500.0,1179,120.0
Hegde Nagar,4,5,3216.0,512,300.0
N R Layout,6,3,800.0,834,120.0
Budigere,3,4,1991.0,276,88.0
Sarjapur  Road,2,2,1115.0,1034,60.0
Koramangala,3,3,1900.0,710,150.0
Whitefield,2,2,1109.0,1247,41.49
Rajiv Nagar,4,5,2340.0,981,129.0
Judicial Layout,6,6,1200.0,609,300.0
Whitefield,4,5,4356.0,1247,850.0
9th Phase JP Nagar,2,2,1005.0,75,43.0
Kengeri,1,1,416.0,685,19.5
1st Phase JP Nagar,2,2,1394.0,29,100.0
Harlur,3,3,2138.0,506,110.0
Richards Town,3,3,1550.0,999,160.0
Nagavarapalya,3,3,1300.0,850,80.0
Thanisandra,2,2,1265.0,1143,82.0
Manorayana Palya,2,2,1140.0,792,52.0
BCC Layout,2,2,1050.0,162,40.0
Thanisandra,2,2,1100.0,1143,48.0
Varthur,2,2,1012.0,1185,59.0
Varthur,4,4,1600.0,1185,112.0
Yelahanka,2,2,1326.0,1256,57.0
Hebbal Kempapura,3,2,1654.0,511,85.0
Jeevan bima nagar,3,2,1705.0,601,290.0
Chikkalasandra,2,2,1070.0,323,42.8
Whitefield,3,3,1700.0,1247,95.0
Bhoganhalli,2,2,910.2,250,80.64
Kogilu,2,2,1140.0,704,50.66
Whitefield,4,4,4960.0,1247,400.0
Talaghattapura,3,3,2254.0,1136,170.0
Kanakapura,2,2,945.0,655,47.0
Begur Road,4,6,2462.0,230,150.0
Giri Nagar,3,3,1350.0,450,240.0
Marathahalli,1,1,615.0,796,44.0
Ramamurthy Nagar,2,2,1110.0,985,65.0
Haralur Road,1,1,575.0,503,88.0
Electronic City,2,2,1025.0,414,54.1
Vinayak Nagar,3,3,1758.0,1222,95.0
Gopalapura,4,5,3179.0,460,351.0
Kaikondrahalli,3,3,1342.0,636,92.0
Kalyan nagar,3,3,1800.0,643,85.0
Whitefield,4,4,2928.0,1247,198.0
Doddathoguru,2,2,1140.0,393,32.0
Raja Rajeshwari Nagar,2,2,1608.0,967,85.0
Kadugodi,3,2,1645.0,632,82.0
Ramamurthy Nagar,3,2,1410.0,985,56.4
Harlur,2,2,1200.0,506,52.0
8th Phase JP Nagar,3,2,1275.0,72,41.5
Dodda Nekkundi,4,4,3800.0,379,600.0
Kada Agrahara,3,2,909.0,628,40.0
Basavanapura,2,3,1200.0,220,85.0
Kalyan nagar,2,2,1080.0,643,73.0
Madanayakahalli,2,2,1200.0,766,34.0
Akshaya Nagar,2,2,1092.0,96,60.0
Jalahalli,3,4,1932.0,586,135.0
KR Puram,2,2,1156.0,623,72.0
Bellandur,2,2,924.0,234,35.11
Thubarahalli,2,2,1330.0,1154,75.0
Thanisandra,3,4,1917.0,1143,113.0
Chandapura,2,2,985.0,302,25.12
Mahalakshmi Puram,6,6,2400.0,773,408.0
Richmond Town,4,5,1800.0,1001,500.0
Mahalakshmi Puram,2,1,1290.0,773,225.0
Kodigehalli,1,1,655.0,701,53.0
4th Block Koramangala,3,3,1800.0,55,140.0
Margondanahalli,4,2,1360.0,799,45.0
Bellandur,3,3,1785.0,234,118.0
Kadugodi,7,7,4000.0,632,130.0
Hebbal,3,3,1645.0,510,120.0
Gottigere,2,2,1235.0,463,63.0
Anandapura,2,2,900.0,116,48.0
Thanisandra,1,1,662.0,1143,42.0
TC Palaya,5,5,1440.0,1133,100.0
Whitefield,2,2,1215.0,1247,62.0
Bisuvanahalli,2,2,845.0,266,37.0
Sarjapur  Road,3,2,1525.0,1034,87.0
Jaladarsini Layout,2,2,1000.0,585,48.0
Hebbal,3,2,1255.0,510,90.0
Mysore Road,3,3,1560.0,833,120.0
Kasavanhalli,3,3,2100.0,667,110.0
Kodichikkanahalli,3,2,1620.0,699,85.0
Marathahalli,3,3,1595.0,796,90.0
Basavanapura,2,2,1095.0,220,38.52
9th Phase JP Nagar,2,2,835.0,75,37.0
Hennur Road,3,3,2182.0,519,72.04
Thigalarapalya,2,2,1418.0,1148,106.0
Sanjay nagar,3,2,1900.0,1028,180.0
Whitefield,3,5,2700.0,1247,175.0
BTM 2nd Stage,2,2,1070.0,173,48.0
Ramamurthy Nagar,9,9,2000.0,985,150.0
Munnekollal,43,40,2400.0,828,660.0
Electronics City Phase 1,1,1,755.0,419,42.41
Hebbal,3,3,1645.0,510,117.0
Sarjapur,3,3,2400.0,1033,190.0
Chandapura,1,1,645.0,302,16.45
4th T block Jayanagar,4,4,3900.0,57,333.0
Attur Layout,3,4,2400.0,152,200.0
1st Block HRBR Layout,10,10,2416.0,26,600.0
Electronics City Phase 1,2,2,919.0,419,28.0
Bannerghatta Road,3,3,1725.0,214,110.0
Sarjapur  Road,2,2,1346.0,1034,71.32
Electronic City Phase II,2,2,1070.0,416,45.0
Begur Road,2,2,1225.0,230,35.52
Sarakki Nagar,6,6,880.0,1032,75.0
Neeladri Nagar,1,1,640.0,871,20.5
Chikkalasandra,3,2,1310.0,323,52.4
Kanakapura,2,2,1190.0,655,39.0
Basavanna Nagar,3,3,1645.0,222,87.5
Marathahalli,2,2,1350.0,796,89.0
Vittasandra,2,2,1404.0,1237,68.8
Electronic City,3,2,1105.0,414,35.0
Kanakpura Road,2,2,900.0,661,41.0
A Narayanapura,4,4,1650.0,76,320.0
Dodda Nekkundi,2,2,1100.0,379,41.15
Thanisandra,4,4,2100.0,1143,95.0
Thanisandra,3,3,1948.0,1143,130.0
Singasandra,3,3,1464.0,1079,56.0
Raja Rajeshwari Nagar,2,2,1210.0,967,45.0
Yelahanka,5,5,4000.0,1256,220.0
Brooke Bond First Cross,2,2,1252.0,274,55.0
Nagarbhavi,5,4,1200.0,844,240.0
Sarjapur  Road,5,7,3905.0,1034,290.0
Kundalahalli Colony,3,3,2600.0,729,140.0
7th Phase JP Nagar,3,3,1300.0,70,89.13
7th Phase JP Nagar,2,2,1130.0,70,73.0
Budigere,4,3,1200.0,276,135.0
Thanisandra,3,3,1690.0,1143,125.0
Padmanabhanagar,3,4,4500.0,902,360.0
Tasker Town,2,2,950.0,1137,60.0
Marathahalli,2,2,1020.0,796,57.0
"Hoodi Circle, ",4,4,2107.0,528,95.0
Marathahalli,3,3,1735.0,796,72.0
Sarjapur  Road,2,2,915.0,1034,37.0
Glass Factory Layout,3,3,1450.0,452,68.0
Thigalarapalya,3,4,2215.0,1148,156.0
Raghavendra Nagar,3,3,2431.0,961,100.0
Hennur Road,3,3,1804.0,519,102.0
Marathahalli,2,3,1600.0,796,88.0
Uttarahalli,2,2,1280.0,1174,75.0
Hebbal,3,3,1255.0,510,77.68
Koramangala,2,2,1320.0,710,150.0
Hoodi,2,2,1257.0,527,69.0
Raja Rajeshwari Nagar,2,2,1240.0,967,53.27
Milk Colony,4,4,1200.0,819,240.0
Bannerghatta Road,6,6,1850.0,214,150.0
Hulimavu,2,2,1255.0,546,66.0
Ananth Nagar,2,2,870.0,119,36.0
Tumkur Road,3,3,1789.0,1163,98.0
Basaveshwara Nagar,6,6,800.0,223,110.0
Electronic City,2,1,660.0,414,18.0
"Basnashankari,6th stage,",3,3,600.0,226,54.0
Coffee Board Layout,2,2,1155.0,342,56.0
R.T. Nagar,2,2,1235.0,943,65.0
Yelahanka,4,4,2675.0,1256,140.0
CV Raman Nagar,2,2,1025.0,290,50.0
Raja Rajeshwari Nagar,3,2,1395.0,967,72.0
Rachenahalli,3,2,1530.0,959,74.4
Dodda Nekkundi,3,2,1252.0,379,71.0
Hennur Road,2,2,1081.0,519,30.27
Haralur Road,3,3,1255.0,503,130.0
Ardendale,4,3,2062.0,137,150.0
Choodasandra,3,3,1220.0,333,56.0
Jigani,3,2,1408.0,603,55.0
Bisuvanahalli,3,2,1180.0,266,60.0
Sarjapur  Road,1,1,715.0,1034,29.0
Sarjapur  Road,2,2,1230.0,1034,94.5
Kaggadasapura,2,2,1035.0,634,45.5
EPIP Zone,4,5,3360.0,412,225.0
Kathriguppe,3,3,1300.0,672,77.99
Kanakpura Road,3,3,1100.0,661,52.97
Whitefield,2,2,1216.0,1247,84.0
Shirdi Sai Layout,2,2,1450.0,1067,62.63
Nagavarapalya,1,1,705.0,850,57.0
Gottigere,3,3,1385.0,463,64.0
Anekal,2,2,1200.0,124,36.1
Electronic City Phase II,3,2,1310.0,416,32.75
Sarjapur  Road,2,2,1043.0,1034,39.5
Koramangala,2,2,1320.0,710,110.0
Near ullas theater,3,3,1900.0,870,205.0
Varthur,2,2,1140.0,1185,39.9
Kadugodi,2,2,1100.0,632,45.0
Hebbal,3,3,1586.0,510,90.0
Chandapura,2,2,975.0,302,24.86
Amruthnagar,2,3,1365.0,113,60.0
Rajaji Nagar,2,2,1263.0,971,107.0
Begur Road,3,2,1565.0,230,59.76
Karuna Nagar,3,3,1163.0,666,180.0
Whitefield,4,5,2882.0,1247,204.0
Hennur Road,3,3,2320.0,519,170.0
Sarjapur  Road,3,3,1750.0,1034,99.0
Kudlu,2,2,1143.0,718,55.0
Hennur Road,3,3,1936.0,519,118.0
Electronic City,2,1,660.0,414,15.0
Chandapura,2,1,700.0,302,19.0
Chikkakannalli,3,2,1402.0,322,85.0
Hebbal,4,4,4640.0,510,600.0
Electronic City,2,2,1000.0,414,41.0
Gottigere,2,2,1000.0,463,35.0
Kengeri Satellite Town,2,2,818.0,687,26.0
Bommenahalli,4,3,1680.0,270,135.0
Kalyan nagar,4,3,2422.0,643,150.0
Indira Nagar,2,2,1145.0,560,100.0
Chandapura,3,2,1190.0,302,30.35
Sarjapur  Road,2,2,1145.0,1034,62.0
Somasundara Palya,3,3,1575.0,1084,68.0
Bannerghatta Road,3,4,9000.0,214,390.0
Thanisandra,2,2,1200.0,1143,46.0
Yelahanka,3,2,1500.0,1256,63.0
Ramamurthy Nagar,4,4,2560.0,985,75.0
Kothanur,3,3,1583.0,713,76.1
Kanakpura Road,2,2,700.0,661,34.98
Bannerghatta Road,2,2,950.0,214,38.0
Banashankari,2,2,1041.0,192,36.44
Thubarahalli,2,2,1085.0,1154,70.0
Anjanapura,2,2,1070.0,127,37.0
Raja Rajeshwari Nagar,2,2,1165.0,967,45.0
Bommasandra,2,2,1000.0,268,35.0
Horamavu Agara,2,2,1169.0,530,64.0
A Narayanapura,4,4,1150.0,76,110.0
Whitefield,3,3,1840.0,1247,140.0
Bhuvaneswari Nagar,3,3,1550.0,253,75.0
Kaval Byrasandra,2,2,997.0,675,53.0
Gunjur,2,2,1457.0,481,60.0
ISRO Layout,2,2,1000.0,551,60.0
KR Puram,2,2,1000.0,623,60.0
Sarjapur  Road,3,3,1500.0,1034,88.0
Cottonpet,5,3,958.0,344,210.0
Lakshminarayana Pura,2,2,1165.0,742,75.0
Upkar Layout,7,7,1200.0,1173,169.0
Kasavanhalli,3,3,1787.0,667,123.0
Raja Rajeshwari Nagar,3,2,1288.0,967,70.0
Thanisandra,3,2,1430.0,1143,54.11
Hulimavu,3,5,3035.0,546,271.0
Doddathoguru,1,1,750.0,393,25.5
Yelachenahalli,4,2,900.0,1255,115.0
Channasandra,3,3,1200.0,304,67.77
Electronic City,3,2,1500.0,414,78.0
Ambalipura,2,2,1230.0,106,66.25
Marathahalli,1,1,780.0,796,55.0
Bannerghatta Road,2,2,1220.0,214,80.0
Kanakpura Road,2,2,1110.0,661,43.0
Yeshwanthpur Industrial Suburb,3,3,2100.0,1263,240.0
Hosakerehalli,9,9,1380.0,536,150.0
Akshaya Nagar,3,3,1690.0,96,85.0
Bannerghatta Road,2,2,1130.0,214,78.0
Electronic City,2,2,1213.0,414,59.32
Kengeri,2,2,900.0,685,45.0
Panathur,2,2,1199.0,909,85.0
Nandi Hills,4,4,5000.0,856,290.0
Bhoganhalli,4,2,2072.5,250,111.0
Bellandur,7,8,700.0,234,100.0
Uttarahalli,1,1,661.0,1174,36.0
Thanisandra main road,2,2,1804.0,1145,285.0
Marathahalli,3,3,1710.0,796,100.0
Kengeri Satellite Town,2,2,1030.0,687,50.0
Choodasandra,3,3,1220.0,333,56.0
Marathahalli,3,3,1530.0,796,73.5
Ramamurthy Nagar,2,2,1200.0,985,78.0
Rajarajeshwari nagar,3,3,2000.0,977,85.0
Nagarbhavi,1,1,300.0,844,20.0
Green Glen Layout,3,2,1751.0,471,115.0
R.T. Nagar,2,1,800.0,943,170.0
Panathur,2,2,1255.0,909,79.0
Whitefield,3,3,1778.0,1247,122.0
Ashirvad Colony,2,2,1100.0,142,45.0
Hennur Road,2,2,1480.0,519,65.0
Marathahalli,2,2,1358.0,796,81.0
Electronics City Phase 1,1,1,580.0,419,27.0
Choodasandra,2,2,1197.0,333,63.0
HRBR Layout,4,2,1200.0,490,170.0
Lingadheeranahalli,3,3,1705.0,754,110.0
Electronic City Phase II,3,2,1310.0,416,37.83
Hoodi,2,2,1132.0,527,67.9
SMV layout,3,3,1200.0,1011,140.0
Peenya,2,2,814.0,919,55.0
Electronic City,3,3,1575.0,414,90.0
Pattandur Agrahara,2,2,1302.0,917,66.0
Sultan Palaya,6,8,1800.0,1113,175.0
Hegde Nagar,3,4,2006.8,512,196.0
Saptagiri Layout,2,2,1100.0,1031,44.0
Vijaya Bank Layout,5,5,2400.0,1215,400.0
Doddabanahalli,2,2,830.0,382,37.0
 Electronic City,1,1,435.0,6,19.5
Mathikere,3,3,1590.0,809,120.0
Electronic City Phase II,2,2,1140.0,416,33.06
Kasavanhalli,2,2,1090.0,667,59.8
Thanisandra,3,3,1922.0,1143,106.0
Thanisandra,2,2,965.0,1143,67.0
Mysore Road,2,2,883.0,833,40.95
8th Phase JP Nagar,2,2,1062.0,72,42.47
Electronic City Phase II,2,2,1089.0,416,32.67
Babusapalaya,3,2,1358.0,179,43.1
Hoodi,2,2,1108.0,527,87.0
Harlur,2,2,1197.0,506,79.0
Sarjapur  Road,2,2,1190.0,1034,50.0
Dairy Circle,4,6,3754.0,354,430.0
Vijayanagar,3,3,1749.0,1217,117.0
Sarjapur  Road,4,3,1750.0,1034,215.0
Kasavanhalli,3,3,1691.0,667,104.0
Electronic City,3,3,1449.0,414,100.0
Bommanahalli,3,2,1625.0,267,87.72
Whitefield,2,2,1400.0,1247,80.0
Electronic City,3,2,1310.0,414,37.83
Vijayabank bank layout,2,2,1100.0,1216,48.0
Ramanjaneyanagar,3,2,1230.0,989,53.51
Green Glen Layout,3,3,1750.0,471,130.0
7th Phase JP Nagar,3,3,1450.0,70,100.0
Haralur Road,3,3,1810.0,503,126.0
Vittasandra,2,2,1246.0,1237,62.3
Brookefield,3,3,1420.0,275,85.0
Old Airport Road,4,5,2658.0,890,187.0
6th block Koramangala,3,2,1450.0,66,89.6
D Group Employees Layout,4,4,1200.0,350,230.0
Outer Ring Road East,2,2,1367.0,896,62.0
